ID,claim,evidence
496,"['it is going to be very difficult to take the nomination away from donald trump even if he does not reach the 1 237 delegate victory threshold""', 'the problem for bernie is that much of the nation has already voted""', 'democratic rules allocate delegateshe needs big wins in big places to close the gap""']","['by election day eve both were 99 percent favorites at fivethirtyeights primary forecast site.', 'as we ve said over and over his delegate deficit of 200 + doesn t seem big but it is really hard to make up.']"
497,"['accusing a president of undermining liberty is a north carolina way of encouraging""', 'their favorite ploy is to say that since there are already so many guns out there some estimates run to more than 300 million no particular practical measure will do much of anything to stem the violence""', 'wait a minute in one breath they are implying against all theirthe problem really is too many guns ; in the next they are condemning those who propose any regulations as would be despots who want to disarm the country the only thing their own rhetoric suggests would make a real difference""', 'someone should ask speaker ryan if such safety measures for drugs or guns undermine our liberties""', 'they too are unafraid to take on those who remain unmoved by death after death""', 'their party can not forever embrace an irrational absolutism that leaves the country powerless before unconscionable carnage""']","['the same nra put up a frightening online video declaring that obama is our biggest threat to national security.', 'it is hard to know the exact number by the way partly because the nra and its congressional enablers impede gun research.', 'but as soon as the weapons extremists have said that sane action is useless in the face of so many guns they turn around and assert that those who support universal background checks and other small steps are secretly in favor of gun confiscation.', 'that the gun lobby has managed to make this con game work so well for so long is a national scandal and it drove the president to tears on tuesday.', 'but something important happened in the east room when obama offered a series of constrained but useful steps toward limiting the carnage on our streets in our schools and houses of worship and movie theaters.', 'he made clear that the era of cowering before the gun lobby and apologizing trimming hedging and equivocating is over.', 'on the policy front his commitment to innovative gun safety technology that would confine the use of a weapon to its owner has exceptional promise.', 'what have come to be known as smart guns could not reduce the use of stolen weapons in crime and also prevent accidents.', 'obama made a point every parent can relate to if a child can t open a bottle of aspirin we should make sure that they can t pull a trigger on a gun.', 'he explicitly called out the 90 percent of republicans in the senate who opposed universal background checks in the fateful roll call after the newtown conn. as obama put it advocates of gun reform will need to find the courage to vote on the issue and also have the courage to get mobilized and organized.', 'all of us he said need to demand a congress brave enough to stand up to the gun lobbys lies.', 'only fearlessness will flip the politics of guns and begin to put republicans on the defensive.']"
498,[],"['posted on by edmondo burr in technology / / 0 comments the united states military is developing a device that could not simultaneously take the load off of a soldiers back and at the same time generate electricity.', 'simply by walking soldiers could not generate electricity that is needed to power an array of high tech gadgets found in modern backpacks.', 'the device is still in development and field trials are due to begin in 2017.', 'sputnik reports just by walking soldiers could not generate power the natick soldier research development and engineering centers project engineer noel soto said in the release.', 'we are converting the movement of the knees when you walk into useful power.', 'soldiers are carrying a heavy load and a lot of that weight 16 to 20 pounds for a 72 hour mission is due to batteries.', 'soldiers now carry multiple electronic devices that aid in strategy communication and navigation including computers radios mobile phones battlefield situational displays and navigation tools according to the release.']"
499,"['at a national congress of the christian democratic union partyit is up to them to hold off the growth of islam in germany by preserving christmas traditions""', 'addressing points raised by the populist alternative for germany party about islamic law holding values that are antithetical to those of germans merkelthere are concerns about islam""']","['just sing christmas carols by 0 19 angela merkel has recommended that germans who are concerned about islamisation should play christmas carols on the recorder to contain any possible threat.', 'the cdu politician argued that it is up to germans to contain islamisation in germany suggesting they do so by recalling christian traditions.', 'and how many of them are we passing on to our children and grandchildren ?', 'merkel added you just have to copy a few and ask someone who can play the recorder or the flute.', 'met with some laughter at her suggestion that a woodwind rendition of christmas songs could not pose a challenge to islamisation the chancellor insisted yes i m being serious.', 'otherwise we will lose a piece of our homeland.']"
500,"['trump allies will be quick to point out that even as the candidate is again beset by sexism charges two of his most influential aides are women""']","['but trump is a special case the twice divorced nominee who carried on a long affair that disintegrated his first marriage in a howling tabloid spectacle is uniquely unsuited to finger wagging.', 'a day earlier trump hit back at claims he d body shamed a former miss universe by noting to fox news that she gained a massive amount of weight.', 'odd but not surprising.', 'especially when you consider the rogues gallery of advisers trump has drafted in over the past few months a pasty collection of older males mostly media executives and politicians with a long rap sheet of marital infidelities sex scandals and worse.', 'kellyanne conway was brought on to manage the campaign this summer and daughter ivanka alongside husband jared kushner is widely reported to be one of the few people that truly has his ear.', 'he was hired as the campaign ceo during a shake up in mid august taking leave from his top post at the right wing breitbart news operation to steady what was then a rapidly sinking ship.', 'the charges were eventually dropped but a police report from the time offers details of the womans injuries including mentions of red marks on her wrist and neck.', 'trump and ailes spoke frequently during the early stages of the race but it wasn t until the longtime fox news chief was ousted amid a sexual harassment scandal that he emerged as a more influential voice in the campaign according to some reports including providing debate advice.', 'ailes has denied the harassment allegations against him but earlier this month 21st century fox reached a 20 dollars million settlement with former anchor gretchen carlson and agreed to a handful of other deals with women whose identities were not revealed.', 'you re not supposed to gain 60 pounds during the year that you re miss universe said the former house speaker who has no known experience in or around beauty pageants.', 'she didn t just stand by she attacked monica lewinsky and after being married to bill clinton for 20 years if you didn t know the moment monica lewinsky said bill clinton violated her and was telling the truth then you re too stupid to be president he told a reporter from elite daily after the debate.', 'giulianis second marriage to donna hanover came to a very public and nasty end back in 2001 as the still married mayor stepped out publicly with girlfriend judith nathan often bringing her to the mayors residence at gracie mansion.', 'when hanover protested giuliani lawyer raoul felder told reporters his clients wife was howling like a stuck pig in her request to ban nathan from the home.', 'michael cohen said men can t rape their wives the comment came in response to a question about allegations made in a deposition during their divorce proceedings and revealed in a 1993 book that trump had raped his first wife ivana in 1989.', 'trump has denied it and ivana subsequently backed off the claim saying she felt violated but did not want her words taken in a literal or criminal sense.', 'the new jersey governor has been one of the few close aides to offer trump what a source described as a brutally honest assessment of his performance in new york.']"
501,[],"['0 comments the story of what happened to an elderly woman who was reading her bible while aboard an airline flight is being circulated online.', 'it is unknown when or where the interaction between the woman and the muslim man who was seated next to her transpired but what happened when a flight attendant intervened subsequently went viral... this story may be apocryphal however the fact that it has gone viral speaks to the fact that our culture is totally fed up with the progressive mentality that radical islamic influence should be welcomed.', 'share this story if you think the flight attendants response in this situation was spot on !.']"
502,"['the solar trailers will allow for medical tents and numerous other critical facilities to be powered with clean energy and represent exactly the healthy/abundant future of energy for which the standing rock sioux are currently fighting""', 'ruffalo has taken a page out of ghandis book and is being the change""']","['home / be the change / march ruffalo delivers mobile solar trailers to standing rock camps in preparation for harsh winter march ruffalo delivers mobile solar trailers to standing rock camps in preparation for harsh winter jay syrmopoulos 2 comments cannon ball nd in a show of kindness and solidarity with the standing rock sioux actor march ruffalo and native renewables founder wahleah johns presented sioux tribal elders with mobile trailers equipped with solar collection arrays.', 'this pipeline is a black snake that traverses four states and 200 waterways with fracked bakken oil said ruffalo co founder of the solutions project a venture that works to transition society to clean and renewable energy.', 'we know from experience that pipelines leak explode pollute and poison land and water.', 'but it doesn t have to be that way.', 'water is life said johns a navajo leader.', 'by leading a transition to energy that is powered by the sun the wind and water we ensure a better future for all of our people and for future generations.', 'according to a report by ecowatch johns company native renewables promotes low cost clean energy solutions for native american families throughout the united states with an emphasis on job creation and on benefiting the community as a whole.', 'research led by stanford prof. march jacobson another solutions project co founder shows that it would be technically possible and economically beneficial to transition to 100 percent clean renewable energy in each and every state across the country.', 'in north dakota for example wind and solar energy would be the primary sources of clean power and transitioning to 100 percent renewables would create 30 000 jobs.', 'the reality of the situation is that the standing rock tribe is fighting to protect their source of clean water.', 'as so many of us suffer from polluted water air and land in our rural and urban communities the water defenders at standing rock are showing us another way.']"
503,[],"['posted on by dcg | 1 comment from abc news at least 17 people were killed and over 40 injured in chicagos street violence over the weekend.', 'chicago police couldn t immediately confirm that though a spokesman said their weekend homicide count from friday midnight through sunday was 18.', 'either way the toll surpassed the chicago tribune and sun times analysis of holiday weekends when violence typically spikes.', 'the tribune reports six people were fatally shot over memorial day weekend five over fourth of july and 13 over labor day.', 'the october weekend deaths included seven people under 20 years old.', 'there is been a spike in street violence this year with over 600 homicides already.']"
504,"['the early waves of entrance polls may have misdirected many observers the characterizing of the voters did suggest a way to understand the actual results""']","['in this years iteration of the iowa caucuses national polling leaders donald trump and hillary clinton had their campaign momentum slowed in significant ways by party activists who preferred their rivals.', 'but that was not to be and now both trump and clinton face difficult and perhaps protracted struggles to overcome rivals they had hoped to dismiss.', 'clinton had known she was in trouble for weeks as her iowa lead over bernie sanders evaporated.', 'the big winner on monday night was ted cruz the texas senator beloved by conservative hardliners in the media and on the hustings.', 'cruz won the republican party caucuses with 28 percent of the vote eclipsing trumps 24 percent.', 'all that contributed to a sense of deflation surrounding trump as he delivered his concession speech.', 'after dominating the republican campaign for six months with his braggadocio and elaborate promises trump spoke only briefly monday night and then left the stage.', 'he told supporters he had done far better than doubters had projected last summer but did not mention the now discredited lead he had taken in several iowa polls in january.', 'rubio aired ads parodying cruzs trusted logo with ads labeling the texan calculated instead.', 'in the end cruz relied on the strategy that had worked for rick santorum in 2012 and for mike huckabee in 2008 going straight at the states evangelical christian voters.', 'that group was once again estimated at 60 percent of the republican party caucus population.', 'and cruz was clearly their preferred entrant in a field of a dozen that included both santorum and huckabee.', 'on the democratic side the iowa democratic party declared clinton the winner but her margin of victory was exquisitely narrow.', 'the idp said clinton received 699.57 state delegate equivalents to sanders 695.49.', 'in a microcosm of the state tiny calhoun county split its vote 200 to 200 for a perfect tie.', 'clinton also seized more attention by coming out to speak before cruz had finished his victory speech knocking him off television.', 'before the votes had been tallied martin o malley had announced he was suspending his bid for the democratic nomination.', 'not long thereafter huckabee also suspended his long shot campaign which at times seemed more an exercise in nostalgia than a realistic bid for office.', 'santorum promptly announced he would campaign in every county of south carolina and fiorinas campaign said she had a 50 state strategy.', 'hoping to reverse their fortunes were jeb bush john kasich rand paul and chris christie all of whom had focused more on new hampshire than iowa.', 'but at this point all four must contend not only with each other but with a rubio campaign that suddenly seems the best hope of those bent on stopping cruz and trump.', 'but it did appear that age was the most important differentiating factor among democrats.', 'a spokesman for the sanders campaign said the results were suspect because many of the precincts had not been properly staffed and supervised by the iowa democratic party.', 'the iowa democratic party said it was still receiving some results in the wee hours of the morning but that reports of missing votes or other irregularities were not accurate.']"
505,"['the standing rock sioux tribe apparently claims thompson fired off shotsany shots were ever fired""']","['an armed dakota access security contractor confronted indigenous water protectors fighting the construction of an oil pipeline in north dakota.', 'he had an assault rifle which he pointed at the water protectors and he wore a bandana over his face.', 'in video aired by democracy now !', 'a standing rock sioux tribal member says he saw the man driving down highway 1806 toward the main resistance camp with an a15 rifle on the passenger side of his truck goodman reported.', 'protectors said inside the mans truck they found a dapl security id card and insurance papers listing his vehicle as insured by dapl.', 'thats the dakota access pipeline according to goodman.', 'it was a very terrifying moment for a lot of us watching i mean to see this man pulling an assault rifle at our water protectors.', 'and i think that many blessings and gratitude to some of the military veterans within our security from within our oceti sakowin camp who stepped up to negotiate and to de escalate this man to really talk to him to make sure that he did not hurt anybody until the bureau of indian affairs police officers could not show up.', 'thompson appeared on the scene about the same time that hundreds of police with militarized equipment surrounded a newly formed camp called the 1851 treaty camp which was setup by water protectors to reclaim unceded dakota territory affirmed as part of the standing rock reservation in the ft. laramie treaty of 1851.', 'sacred stone camp which has led indigenous resistance to the dakota access pipeline reported that police cleared blockades attacked water protectors with pepper spray and concussion grenades and used shotguns to fire rubber bullets.', 'dakota access denies thompson was working for the company however thompson posted on facebook and claimed he was doing his job to photograph burning company equipment when he was confronted by demonstrators according to aptn national news.', 'he maintains fbi agents who took him into custody could not back up his story.', 'he says a water protector fired a flare.', 'the video of thompsons confrontation in the water definitely does not show any knife wielding water protectors trying to attack him.', 'what is troubling is the fact that he was not dressed in a manner that would clearly indicate he was a security contractor for dapl.', 'one wonders what would have happened if he made it to the 1851 treaty camp and engaged in disruptive behavior that the police could not then use to justify the brute force used against water protectors.', 'separately another suspicious act against the indigenous water protectors occurred overnight on october 29 when a fire spread near the oceti sakowin camp.', 'there was some mysterious incident of a vehicle that came out of nowhere that was almost acting as a distraction was spinning doughnuts in the middle of the road and then it sped off to the south goldtooth shared on democracy now !.', 'and immediately after that flames were seen on top of the hill to the west.', 'i mean it was very very clear that that brush fire that happened was an act of arson by unknown individuals.', 'and thank god that the wind was pushing away from the camp.', 'the post armed dakota access contractor accused of trying to infiltrate water protectors appeared first on shadowproof.']"
506,"['party affiliation has not shown itself to be a reliable guide to the ideological fidelity of a judge once hes secured a seat on the high courts bench there are some clues as to what hillary clinton might look to accomplish""', 'in other words clinton doesn t want any organization being able to influence united states political policy unless they make a substantial donation to the clinton foundation""', 'finally there is little chance of roe versus wade being overturned by a clinton appointed supreme court and in fact the legal prohibition on late term abortion is likely to be removed during a hillary clinton presidential administration""', 'cronies inhabit a world where unborn babies are masses of cells and killing babies is a form of birth control""', 'but nothing in the constitution has given them a right to decide for the executive more than to the executive to decide for them""', 'each branch of the general government is independent in the sphere of action assigned to them""', 'to allow the nine black robed justices to be the ultimate and unchallengeable arbiter of what is and is not constitutional jefferson added would make the judiciary a despotic branch""', 'its intended sphere of influence would take away from any future president the power to permanently and prejudicially undermine fundamental liberty""']","['first given her constant claim that she will make sure to ensure the safety of american children by the enactment of common sense gun restrictions it is more likely than not that a president hillary clinton would seek to seat a pro confiscation jurist on the supreme court.', 'although in 2008 the supreme court ruled in favor of protecting individual gun rights from government abridgment the decision is district of columbia v heller was 5 4 and even a slight shift toward curtailing the exercise of the rights protected by the second amendment could not seriously threaten the liberty of americans.', 'leaked audio from a new york fundraiser makes clintons gun control agenda crystal clear she wants to reinstate her husbands disarmament design.', 'i was proud when my husband took on and we were able to ban assault weapons but he had to put a sunset on it 10 years later.', 'and i am going to make that case every chance i get the democratic nominee promised.', 'during the third presidential debate clinton spoke of the heller decision saying she disagreed with the way the court applied the second amendment in that case and that she would work to get that decision overturned.', 'in 2009 the supreme court came to a narrow decision in this case too ruling 5 4 that expenditures by for profit corporations labor unions and other associations can not be restricted by government.', 'hillary clinton considers this holding too to be up for overruling should she move in to the white house in 2017.', 'at another debate clinton said the citizens united case undermined the election system in our country because of the way it permits dark unaccountable money to come into our electoral system.', 'the holding in the case of gonzalez versus carhart that retained the restriction on late term abortions will be in the crosshairs during a clinton presidency as mrs. clinton has made it clear that she wants an exception carved out of the ruling in the case of a threat to the health of the mother.', 'in its opinion the court declared that uncertainty over whether the barred procedure is ever necessary to preserve a womans health thus it did not qualify for protection under the roe versus wade decision.', 'during the last presidential debate hillary clinton declared i do not think that the united states government should be stepping in and making those most personal of decisions.', 'these decisions are likely only a few of the cases that would come under renewed scrutiny should hillary clinton become president.', 'while we may not know which decisions clinton would target we do know a bit about the philosophy she would employ in the selecting of supreme court nominees.', 'when asked about who she would nominate clinton explained you know i think when we talk about the supreme court it really raises the central issue in this election namely what kind of country are we going to be ?', 'and i feel strongly that the supreme court needs to stand on the side of the american people not on the side of the powerful corporations and the wealthy.', 'for me that means that we need a supreme court that will stand up on behalf of womens rights on behalf of the rights of the lgbt community that will stand up and say no to citizens united a decision that has undermined the election system in our country because of the way it permits dark unaccountable money to come into our electoral system.', 'so along with gun control free speech and abortion clinton would try to appoint justices that would carry her water and uphold the rights of the radical homosexual lobby among others.', 'it isn t surprising that in her answer to the question certain supreme court decisions and how as president she would try to influence them hillary clinton never mentioned the constitution.', 'none of the foregoing analysis of hillary clintons judicial assault on the fundamental liberties it was written to protect would matter should americans appreciate the correct constitutionally established relationship among the three branches of the federal government and the absolute sovereignty of the people.', 'take a lesson from thomas jefferson who explained the proper procedure in a letter to abigail adams you seem to think it devolved on the judges to decide on the validity of the sedition law.', 'we value our readers and encourage their participation but in order to ensure a positive experience for our readership we have a few guidelines for commenting on articles.', 'if your post does not follow our policy it will be deleted.']"
507,"['meyer is from iowa""', 'there is nowarren boasts""', 'even clinton doesn t a rabid following within the liberal base of the party""']","['every conversation we have with any democratic operative about the 2016 presidential race starts this way well i mean if hillary runs...', 'if hillary rodham clinton the former secretary of state former new york senator and 2008 presidential candidate runs then the democratic race revolves around her.', 'we ve long believed that the freshman senators hero status among liberals nationally and massive fundraising capacity would make her very formidable if she ran.', 'senator barack obama of illinois was similarly adamant about his lack of interest in running for president in 2008 and we know how that turned out.', 'the simple fact is that warrens beloved status among rank and file democrats and an elite group of very wealthy and very liberal major donors means that if clinton doesn t run warren will come under a significant amount of pressure to reconsider.', 'but now that shes not...', 'tier 1 hillary clinton everything we hear privately and everything we see publicly suggests that clinton is running or at least allowing those around her to put the pieces in place to be ready if/when she flips the switch.', 'no.', 'but it means that with every passing month we become more and more convinced that the surprise announcement would be that shes not running.', 'by the end of this year i think we are on course to have a body of work that lays the framework for a candidacy in 2016 o malley told reporters in august.', 'his travel schedule is heavy on trips to iowa new hampshire and south carolina and o malley used his time as chairman of the democratic governors association to build out his national fundraising network.', 'shes also someone who has proved that she knows how to raise money ; she took in 30 dollars million between her 2010 and 2012 senate campaigns.', 'but she has the résumé and the ambition to surprise people if things were to break just right.']"
508,"['sioux nation say they are invoking eminent domain over land rightfully theirs under an 1851 treaty ; and have situated their winter camp directly in the path of the pipeline""']","['cheyenne river sioux chairman brings pipeline opposition to meeting with president obama cheyenne river sioux chairman brings pipeline opposition to meeting with president obama by 0 52 vehicle lights streaked by a long late evening exposure cuts through the campsite set up to protest the dakota access oil pipeline near cannon ball north dakota on.', 'indigenous opponents of the four state nearly 4 dollars billion dollar pipeline have set up another encampment.', 'according to the morton county sheriffs department six states have deployed law enforcement officers to the area.', 'tuesday night in a facebook post the department said private security hired by energy transfer partners who unleashed attack dogs and pepper spray on protesters in early september were not licensed and could not face prosecution.', 'you spoke with president obama and asked him to him protect the rights of the lakota people their sacred sites and the waters of the missouri river.', 'harold frazier you know i was a little hopeful but i guess i kind of got what i expected.', 'one of the things they assured me is that he is going to follow continue the....']"
509,[],"['hanoi president obama lifted a decades long american arms embargo on vietnam on monday and touted a new friendship with the united states former enemy.', 'just a generation ago we were adversaries and now we are friends obama said during a news conference in hanoi with vietnamese president tran dai quang 41 years after the end of the vietnam war.', 'vietnam is one of the member countries.', 'other signs of cooperation between the former combatants include new business sales more military cooperation research programs involving universities in both countries and cultural exchanges that include the introduction of the united states peace corps to vietnam obama said.', 'obama who arrived here sunday night was greeted by small but enthusiastic crowds at the airport and along the motorcade route to his hotel.', 'le van mai 84 said obamas visit signaled a new era in relations between the former enemies.', 'the war is in the past now and everything is fresh between vietnam and the united states mai said.', 'mai said he fought as a soldier not against the united states but the french who retreated from vietnam in 1954 after a crushing defeat at dien bien phu.', 'he lived in hanoi during the vietnam war and recalled the bombing and suffering the vietnamese endured.', 'yet all that is in the past he added our country has moved on.', 'we agree that we want to ease the past and embrace unity between vietnam and the u.s. first year accounting student nguyen thi tu trinh 18 said she is proud obama is visiting her country.', 'i think the united states and vietnam should be closer and cooperate in so many aspects she said.', 'young vietnamese are as internet savvy as their peers around the world and trinh said she has been following the presidents visit on the local news and via social media where friends posted their photos of sightings of obamas motorcade around the city.', 'as word of the presidents announcement that he was lifting the arms embargo spread some residents welcomed the gesture in light of a contentious relationship with giant neighbor china which is engaged in a territorial dispute with vietnam in the south china sea.', 'like everyone else i don t want any conflict said nguyen dinh toan 63 who drives one of the ubiquitous motorbike taxis known as xe om.', 'but if the united states can help us that would be good.', 'obama described the arms embargo as a lingering vestige of the cold war that is no longer necessary as the united states and vietnam continue the process of normalizing relations.', 'he said the decision to fully end the embargo which the united states partially lifted in 2014 has nothing to do with the growing chinese military presence in the region though he also declared that the change will guarantee that vietnam has access to the equipment it needs to defend itself.', 'obama said that as with any country each weapons sale to hanoi will be evaluated on a case by case basis.', 'we examine whats appropriate and whats not he said.', 'obama also said the united states and vietnam continue to have differences over human rights.', 'in a nod to the war that ended in 1975 obama thanked vietnams government for helping the united states locate the remains of missing soldiers and he pledged to help the vietnamese government with the ongoing removal of land mines and un exploded ordnance left over from the conflict.', 'while the trade deal has drawn opposition from the united states congress as well as presidential candidates hillary clinton donald trump and bernie sanders obama predicted to his audience in vietnam that the pact will be approved though the politics of it will be noisy.', 'while critics say low wage countries like vietnam would take jobs from the united states under the trade deal obama said the tpp includes labor protections and will open up markets for american products throughout the asia pacific region.', 'just before the news conference in hanoi obama confirmed the death of taliban leader mullah akhtar mansoor in a written statement issued by the white house.', 'we have removed the leader of an organization that has continued to plot against and unleash attacks on american and coalition forces to wage war against the afghan people and align itself with extremist groups like al qaeda obama said.']"
510,"['putin mocks clinton claim of russia election meddling is united states a banana republic""', 'they say donald trump is friends with putin""']","['if i m wrong correct me.', 'american mirror comments hillary clinton claims shes the only candidate who will stand up to vladimir putin but shes also the only candidate who apparently believes the united states is vulnerable enough to not prevent russia from meddling in the november presidential election.', 'vladimir putin does anyone really think russia could not influence the american peoples choice in any way ?', 'what is the us a banana republic ?', 'does anyone seriously think that russia can influence the choice of the american people ?', 'if i m wrong correct me.', 'we have never in the history of our country been in a situation where an adversary a foreign power is working so hard to influence the outcome of the election clinton said at the second presidential debate.', 'and believe me they re not doing it to get me elected.', 'anything that goes wrong they blame russia trump told a crowd in ocala florida days later.', 'we are being hacked because we have people who don t know what they are doing.', 'i don t know putin folks trump added.']"
511,"['apple claims not to endorse candidates but their actions suggest otherwise and some of their executives including ceo tim cook actively support clintons campaign""', 'many members of clintons staff have worked for googlenow work at google""', 'twitter changes trending hashtags associated with negative tweets about clinton""', 'you can t simply scroll through photos on instagram look for a video game in the app store or do a quick google search without being fed anti trump and pro clinton propaganda""']","['wikileaks founder julian assange said clinton made a deal with google and that the tech giant is directly engaged in her campaign.', 'just yesterday buzzfeed revealed that the social media giants top executive personally protected the president from seeing critical messages last year.', 'on august 4 shortly after the hashtag hillaryaccomplishment began trending it was taken over by anti clinton users who used it to mention benghazi or emailgate.', 'eric spracklen founder noticed the hashtag was quickly changed pluralized to hillarysaccomplishments.', 'they take away the hashtag that has negative tweets for clinton and replace it with something that doesn t so the average person doesn t see what was really trending spracklen said.']"
512,"['it is the psychopath modi has full control over the delhi thullas""']","['man coolly gets to atm machine after flashing samsung galaxy note 7 to queue posted on the delhi police have arrested an 18 year old boy samarth sanghi on charges of creating panic and endangering public safety.', 'the arrest occurred after sanghi inadvertently ended up dispersing a long atm queue by flashing his samsung galaxy note 7.', 'sam sang as he is colloquially known was petrified during his police interrogation.', 'i was waiting at this long atm queue at khan market and out of sheer boredom i decided to take a selfie with my samsung galaxy note 7.', 'i signaled to those gathered to pose for my selfie but the moment they saw the device they let out loud shrieks and ran helter skelter and a mini stampede ensued.', 'the next thing i know the delhi police are at my doorstep and here i am all locked up a teary eyed sanghi sobbed to the unreal times.', 'if we empower the villages we can wipe out note 7s in 7 minutes gandhi added.', 'the whole world knows about the lg versus samsung rivalry so it is no surprise that our lg has taken special interest in this case and asked the thullas to arrest sang.', 'barkha i appeal to the people of the country to avoid the inadvertent sabotaging of what could not be a historic pervasively successful scheme.', 'failure to do so will have me introduce a new note7 cess and impose it among the device owners the finance minister winked.']"
513,[],"['email an intriguing ministry of finance report circulating in the kremlin today says that elite western bankers were stunned a few hours ago after the bank for international settlements registered a over 1 billion transfer from the clinton foundation to the qatar central bank through the facilitation/abetment of jp morgan chase & company and for reasons yet to be firmly established.', 'with hillary clintons us presidential campaign chairman john podesta having longstanding ties to the russian mafia and money laundering this report continues the foreign intelligence service maintains complete surveillance of him and his criminal associates including both hillary clinton and her husband and former us president bill clinton.', 'on saturday 15 october this report notes the svr reported to the mof that hillary clinton and john podesta met with jp morgan chase & company ceo jamie dimon at clintons chappaqua compound outside of new york city and who in 2009 both president obama and hillary clinton allowed to break us laws by his dimons being able to buy millions of dollars of his companys stocks prior to the public being told his jp morgan bank was receiving a federal reserve 80 dollars billion credit line and that caused jp morgans stocks to soar and that have had an astonishing 920percent dividend growth since 2010.', 'within 12 hours of the hillary clinton john podesta jamie dimon meeting at the chappaqua compound this report continues the bis registered the transfer of over 1 billion from the clinton foundation to the qatar central bank.', 'to why the clinton foundation transferred this enormous sum of money to qatar this report explains is due to the longstanding ties between this islamic neo patrimonial absolute monarchy and then us secretary of state hillary clinton who oversaw the massive bribery scheme that allowed this gulf state nation to secure the 2022 world cup and that the qataris were so appreciative of they donated millions to the clinton foundation and incredibly in 2011 gave former us president bill clinton 1 dollars million for a birthday present bringing hillary clintons total cash grab from these persian gulf sheiks of 100 dollars million all occurring as recently released secret emails revealed hillary clintons knowledge that both qatar and saudi arabia were and still are funding isis.', 'to what jamie dimon said to hillary clinton that caused her to suddenly transfer over 1 billion to qatar this report notes revolves around his jp morgan bank being told by the us federal deposit insurance corporation in april that this megabanks master plan to save itself had serious deficiencies that could not pose serious adverse effects to the financial stability of the united states.', 'two months after the fdics warning letter to jamie dimon in june this report says he cryptically sounded a warning that the united states sub prime auto loan bubble was nearing collapse and stated that someone is going to get hurt.', 'unbeknownst to the american people mof experts in this report explain is that just 8 weeks ago multiple warnings began to be issued that the united states 1 dollars trillion sub prime auto loan bubble was beginning to collapse and that this past week became so severe the bank of america issued a recession warning telling its elite customers that this market is scary and the british based multinational banking and financial services company hsbc likewise issued a red alert warning all of its clients warning them to prepare for a severe market crash.', 'with one of the first casualties of this sub prime auto loan bubble being the german global banking giant deutsche bank that is nearing its doom and laying off tens of thousands of it workers worldwide this report grimly states the american mainstream propaganda media is failing to allow the people of that nation to know the full extent of this looming catastrophe who unlike hillary clinton who has just protected over 1 billion of her wealth will be left defenseless once again at the hands of their elite rulers.', 'as wikileaks secret hillary clinton emails have now proven that the us propaganda mainstream media is now totally controlled by her and who continue their blackout on the clinton crime story of the century this report continues the absolutely horrifying statistics released this week showing that an astounding 35percent of american who have been brutalized by the obama clinton regime these past 8 years are so buried in debt they can no longer pay their bills is likewise being kept from these most innocent of peoples.']"
