ID,claim,evidence
4720,[],[]
4721,[],['More Georgians have jobs than at any other time since October 2008 .']
4722,[],[]
4723,[],"['When Standard Poors dropped our credit rating , what they said is , we dont have an ability to repay our debt .', '... I was proved right in my position that the debt ceiling should not have been raised .']"
4724,[],[]
4725,[],[]
4726,[],"['The House of Representatives just voted 300131 to remove countryoforigin labeling on chicken , pork , and beef sold in the United States']"
4727,[],['Says his administration has made progress on border enforcement by putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years .']
4728,[],[]
4729,[],['Says Sen. Rand Pauls 2011 budget included a big cut in the CDC .']
4730,[],['Youve seen where were now going from a $ 700 million surplus to getting into the next biennium with almost a $ 750 million deficit .']
4731,[],[]
4732,[],['Now hes profiting from that same dark money .']
4733,[],"['DeWine took $ 1.9 million from big banks , supported legislation that helped Bernie Madoff make millions and protected predatory lenders while families lost their homes .']"
4734,[],[]
4735,[],['The United States would gainrevenue by cutting personal income tax rates in half and ending tax breaks .']
4736,[],['Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio .']
4737,[],[]
4738,[],[]
4739,[],"['We had a No Child Left Behind a similar piece of legislation in our state a number of years ago , well before the federal law .']"
4740,[],"['Nothing , and I will repeat this and this is verified in the report by the Department of Justice , none of the emails sent or received by me had such a header .']"
4741,[],[]
4742,[],[]
4743,[],['Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters .']
4744,[],['Allen West called Social Security a Ponzi scheme and said this countrys got to get on sound footing by destroying it .']
4745,[],[]
4746,[],['Says it wasnt until he and a Senate colleague were able to wrangle the actual streaming video from BP that scientists were able to calculate the oil spill flow .']
4747,[],[]
4748,[],"['Under Virginia law , if you are a nonfederally licensed gun dealer , you can not get a background check even if you want one .']"
4749,[],['Says the GOP is helping pay for Justice Rebecca Bradleys campaign and she recently skipped court to attend an event paid for by Scott Walkers lobbyist friends .']
4750,[],['Senator Webb was a reliable vote for President Obama and Senator Harry Reid .']
4751,[],[]
4752,[],[]
4753,['Homicides against blacks have tripled since Floridas stand your ground law has been in existence'],[]
4754,[],[]
4755,[],"['The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market .', 'I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000 .']"
4756,[],[]
4757,[],"[""In the last 10 years we 've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes .""]"
4758,[],"[""Thanks to President Bush 's policies ... The income gap is now higher than at any time since the Great Depression .""]"
4759,[],[]
4760,[],[]
4761,['white people think that black people are less intelligent'],[]
4762,[],"['If every small business in our state , on average , was able to create one new job we would cut our unemployment rate in half .']"
4763,[],[]
4764,[],['About 40 percent of workers dont ... have a single paid sick day .']
4765,[],[]
4766,[],"['AlQaida operatives , have said , Hey , we want you to use this loophole for purchasing guns despite being on a watch list to attack and kill Americans .']"
4767,[],['Estimates say individuals who escaped these high tax states have taken with them around $ 2 trillion in adjusted gross income .']
4768,[],[]
4769,"['An overwhelming majority of Americans support passage of the DREAM Act , which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces']",[]
4770,[],[]
4771,[],['James Langevin has received almost $ 20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs .']
4772,[],"[""The Associated Press called Charlie Crist 's attacks ' over the top , '' out of context , ' and ' not true . '""]"
4773,[],['Were the only major oilproducing nation in the world with a selfimposed ban on exporting our crude oil to other nations .']
4774,[],"['Says 7,000 millionaires gamed the system to pay no income taxes .']"
4775,[],['Says Barack Obama grew up in Kenya .']
4776,[],[]
4777,[],[]
4778,[],[]
4779,[],['Says that you cant destroy the guns purchased in a gun buyback program as the city of Memphis wants to do .']
4780,[],['And 60 percent of the births in Milwaukee !!!']
4781,[],[]
4782,[],['Says Rick Scott cut Bright Futures scholarships in half .']
4783,[],[]
4784,[],"['Says President Barack Obama appointed Eric Holder as attorney general .', 'Eric Holder said he viewed his mission as brainwashing the American people against guns .']"
4785,[],[]
4786,[],['Wisconsin lost more jobs over the past 12 months than any other state .']
4787,[],[]
4788,[],['We have the best schools in the United States .']
4789,[],['Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city .']
4790,[],"['Taxpayers earning $ 1 million pay an effective tax rate that is about four times what taxpayers earning $ 100,000 pay .']"
4791,[],"[""Health proposal would create a ' 40percent tax on health care benefits of middleclass workers . '""]"
4792,[],['Says Mitt Romney pays less tax than the guys who installed his car elevators .']
4793,[],"['Since January 2015 , the majority of our Austin City Council meetings have extended past 10 p.m. and many of our meetings have gone past midnight .']"
4794,[],['Six out of 10 of the highest unemployment rates are also in socalled right to work states .']
4795,[],[]
4796,[],['The city of Atlanta ranks 25th among United States cities with the highest crime rates .']
4797,[],[]
4798,[],[]
4799,[],['Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented .']
4800,[],[]
4801,[],"['So many people were critical of Secretary John Kerry going to Paris and talking with Hamas , because Kerry was seen as supporting Hamas to the exclusion of the Arab League .']"
4802,[],[]
4803,[],"[""The Republicans ' alternative health care plan ' will still let insurers raise premiums four times faster than wages . '""]"
4804,[],['A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen .']
4805,[],[]
4806,[],[]
4807,[],"[""The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama 's $ 787 billion stimulus .""]"
4808,[],"['The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile , the athletic budget for the current year is $ 97.7 million , an increase of more than $ 2 million from last year .']"
4809,[],"['Also , the Texas rate has increased faster than the national rate during Barack Obamas presidency .']"
4810,[],['The CBO now says the presidents health care law will cut the number of fulltime jobs in the United States by 2.3 million by 2021 .']
4811,[],['We did not seek an impeachment of President Bush .']
4812,[],[]
4813,[],"['In discussing the attacks on the United States consulate in Benghazi , Libya , Ms. Rice did say a terrorist attack .', 'Its not that she put the whole thing on the video .']"
4814,[],[]
4815,[],"['The GOPs Pledge to America includes a 20 percent cut ... for education .', '... Eight million kids would have their college aid slashed under this budget .']"
4816,[],"['Says when he was governor , Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months .']"
4817,[],[]
4818,[],['Says United States Rep. Paul Ryan promised to end health care for our seniors .']
4819,[],['The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change .']
4820,[],"['13,000 Floridians are able to vote but their governor wont tell them .']"
4821,[],['Woodrow Wilson borrowed $ 30 billion to fund World War I in 1917 .']
4822,[],[]
4823,[],[]
4824,[],['Says under the RomneyRyan budget ... the American Opportunity Tax Credit for college tuition would be eliminated .']
4825,[],"['The higher the education level , the more likely they are to vote Democratic .']"
4826,[],[]
4827,[],"['According to independent experts , Donald Trumps tax plan would blow up the debt by over $ 5 trillion and would in some instances disadvantage middleclass families compared to the wealthy .']"
4828,[],[]
4829,[],[]
4830,[],"['ThenGovernor Carl Sanders put 56 percent of the state budget into education , a figure that has not been achieved since .']"
4831,[],[]
4832,[],[]
4833,[],[]
4834,[],['Tax dodging costs developing countries $ 200 billion every year .']
4835,[],"['The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe .', 'President Obama says hell send 524 .']"
4836,[],[]
4837,[],[]
4838,[],['Says one in four women and one in seven men have been victims of domestic violence in their lifetime .']
4839,[],[]
4840,[],[]
4841,[],[]
4842,[],[]
4843,[],[]
4844,[],[]
4845,[],[]
4846,[],[]
4847,[],"['The United States has 10,000 IRS agents making sure that you dont take an improper charity deduction , but to fight terrorism , it has less than two dozen people focusing on countering violent extremism at home .']"
4848,[],"['Throughout his time in elected office , Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban .']"
4849,[],"[""The Obama White House is renaming Christmas trees ' holiday trees . '""]"
4850,[],[]
4851,[],[]
4852,[],['Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear .']
4853,[],"['In just one month , the Democrats have spent more than President Bush spent in seven years on the war in Iraq , the war in Afghanistan and Hurricane Katrina combined .']"
4854,[],"['Texas women make an average of $ 8,355 less per year than men doing the very same job .']"
4855,[],"['Ronald Reagan followed that same course , as did Henry Hyde and George Herbert Walker Bush .']"
4856,[],[]
4857,[],[]
4858,[],['Wisconsin is below the national average in wage growth and job growth .']
4859,[],"['Roughly 500,000 Georgians or about 5 percent of the states residents have gone through a background check to legally obtain a Georgia weapons carry license .']"
4860,[],"['Under Scott Walker , right now , were 46th in the country in terms of new businesses started .']"
4861,[],"['Says Sen. Luther Olsen , his recall opponent , supported the sale of stateowned power plants not to the highest bidder , but to the biggest donors with no oversight .']"
4862,[],[]
4863,[],"['Of the 25 wealthiest nations , were the only one that doesnt provide basic health coverage .']"
4864,[],"['13 percent of Americans , the lowest ever , are without health care .']"
4865,[],[]
4866,[],['No other public or private business in America except for the United States Postal Service must fund 100 percent of employee retirement and retirement health costs in advance .']
4867,[],[]
4868,[],[]
4869,[],['Scott Walkers schoolaid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom .']
4870,[],['Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner .']
4871,[],['Ed Schultz said Alan Grayson is what its all about .']
4872,[],['AIG said they were giving $ 57 million in retention payments to people who were being terminated .']
4873,[],"['Says if the Iran nuclear deal gets rejected , they still get $ 150 billion .']"
4874,[],[]
4875,[],[]
4876,[],['Im running the secondlargest county district attorneys office at 1985 staffing levels .']
4877,[],['The @ nytimes states today that DJT believes more countries should acquire nuclear weapons .']
4878,[],[]
4879,[],"['We bring in enough tax revenue to service our debt , pay for Medicare and Medicaid and Social Security , and then still have about $ 300 billion or $ 400 billion left over .']"
4880,[],"['Earn $ 45,000 / year .']"
4881,[],"['Since 2009 , weve cut homelessness among veterans by a third .']"
4882,[],['The costsaving measures we put into place at Columbia/HCA drove down national health care inflation from 18percent to 8percent in seven years .']
4883,[],[]
4884,[],['Says new estimates from the Congressional Budget Office conclude the final pricetag for the health care law will exceed $ 2 trillion more than double what was initially reported .']
4885,[],[]
4886,[],[]
4887,[],['Says President Barack Obama revealed in his State of the Union address that he now is against earmarks .']
4888,[],['Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan .']
4889,['the American people for the most part think its a bad idea to provide tax cuts to the wealthy'],[]
4890,[],"['Texas state Reps. Dan Branch and Jim Pitts , lieutenants to House Speaker Joe Straus , are helping Democrat Ellen Cohen against her Republican challenger , doing events with her in her district .']"
4891,[],[]
4892,[],['Henry Ford did .']
4893,[],"['Five percent of Americans pay over half the income taxes in this country .', 'Forty percent of Americans pay no income taxes at all .']"
4894,[],"['As a percentage of our gross domestic product , the defense budget remains just 3.6 percent .']"
4895,[],"['Last year , we saw the first reduction in the federal prison population in 32 years .']"
4896,[],[]
4897,[],['Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12 .']
4898,[],['And the states take on table games : zero .']
4899,[],['Bill Lynch told three lies in ten seconds']
4900,[],[]
4901,[],['Independent analysts say Donald Trump would add $ 30 trillion to the national debt .']
4902,[],[]
4903,[],['Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases .']
4904,[],['Says Donald Trump was one of the people who rooted for the housing crisis .']
4905,[],"['The Geneva Convention did not apply , until 2005 , to the war on terror .']"
4906,[],"['The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal .', 'The Constitution says you cant take this stuff .']"
4907,[],[]
4908,[],['Planned Parenthood raked in more than $ 300 million in profits over the past four years .']
4909,[],['Mitt Romney has 15 homes .']
4910,[],[]
4911,[],"['Canadian middle class incomes are now higher than in the United States .', 'They are working fewer hours for more pay , living longer on average , and facing less income inequality .']"
4912,[],[]
4913,[],[]
4914,[],"['Nevada has been recently ranked No. 1 in unemployment , foreclosures , violent crime , personal bankruptcy and divorce .']"
4915,[],[]
4916,[],[]
4917,[],[]
4918,[],['Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young .']
4919,[],['Wall Street megabanks that received bailouts in 2009 now get taxpayerfunded advantages not available to community banks in Ohio .']
4920,[],"['Says Rick Scott spent $ 800,000 of your tax dollars upgrading the Governorrnors Mansion .']"
4921,[],['Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration .']
4922,[],['Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication .']
4923,[],"['Americans will spend more on taxes in 2015 than on food , clothing and housing combined .']"
4924,[],['I dont think Ive ever hired an illegal in my life .']
4925,[],['Says Obama sent $ 450 million to China to build a wind farm in Texas .']
4926,[],['Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent .']
4927,[],"['George Allen voted to end Pell Grants for 84,000 students .']"
4928,[],[]
4929,[],[]
4930,[],"['Despite raising taxes on the wealthy and hiking the minimum wage , Minnesota is creating jobs at a record pace , unemployment is at a historic low , median income is skyrocketing , and the state has a billiondollar surplus .']"
4931,[],['We went from $ 160 billion deficit spending in President George W. Bushs last year to $ 1.6 trillion the following year .']
4932,[],[]
4933,[],[]
4934,[],[]
4935,[],[]
4936,[],[]
4937,[],[]
4938,[],"['SaysPresident Obama is using executive actions to impose gun control on the nation , targeting the topselling rifle in the country ... with a ban on one of the mostused assault rifle bullets .']"
4939,[],[]
4940,[],[]
4941,[],['Gonzales losing campaign against me last spring was funded with more than $ 1 million from supporters and allies of Governorrnor Bruce Rauner .']
4942,[],[]
4943,[],"['After hearing the frustrations parents and teachers have with the FCAT , next year we begin improving our testing system .']"
4944,[],"['Every year tobacco kills more Americans than did World War II more than AIDS , cocaine , heroin , alcohol , vehicular accidents , homicide and suicide combined .']"
4945,[],"['We borrow $ 4 billion every single day , much of it from China .']"
4946,[],[]
4947,[],[]
4948,[],['Obama unilaterally announced he was delaying employer mandate through a blog post by a midlevel bureaucrat at the Department of Treasury .']
4949,[],"['John McCain says he never supported the privatization of Social Security , even though video shows he did .']"
4950,[],['Say Bernie Sanders won Nevada after all .']
4951,[],[]
4952,[],[]
4953,[],['Says Donald Trump is going to go out and carpet bomb the Middle East .']
4954,[],[]
4955,[],"['In 2012 , 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve .']"
4956,[],[]
4957,[],"['We spent approximately $ 20billion of that money on pork barrel , earmark projects .']"
4958,[],[]
4959,[],[]
4960,[],[]
4961,[],[]
4962,[],"['Democratic Reps. Cicilline , Boswell , Carnahan and Critz demanded that Congress vote to increase the nations debt limit without making any spending cuts .']"
4963,[],"['Last year , I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years .']"
4964,[],[]
4965,['Texas city has a lawwomen can only have six dildos'],[]
4966,[],['The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6 .']
4967,[],"['When you look at the number of crashes before the cameras were installed compared to after , theyre virtually the same .']"
4968,[],[]
4969,[],['United States Sen. Kay Bailey Hutchison voted to continue Roe v. Wade .']
4970,[],[]
4971,[],[]
4972,[],['Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut .']
4973,[],"['Rather than work to secure the border , Marco Rubio supported Obamas amnesty plan for illegal immigrants .']"
4974,[],['Says Hillary Clinton gave up 20 percent of Americas uranium supply to Russia .']
4975,[],[]
4976,[],"['On average , college students are taking six years to get a fouryear degree .']"
4977,[],['In the state of Rhode Island 25 percent of our current physicians are graduates of forprofit medical schools .']
4978,[],[]
4979,[],"['... Last year , New Jersey created no net new jobs .']"
4980,[],['Says Hillary Clinton called Barack Obama naive for saying he was would sit down and talk to the Iranians during the 2008 Democratic primary .']
4981,[],"['If the Supreme Court throws out the federal health care law , it would be an unprecedented , extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress .']"
4982,[],"['I opposed this war from the beginning .', 'I opposed the war in 2002 .', 'I opposed the war in 2003 .', 'I opposed it in 2004 and 2005 and 2006 .']"
4983,[],"['Says the State Department spent $ 630,000 to get 2 million Facebook Likes .']"
4984,[],"['In Romneys first budget in Massachusetts , he cut $ 248.7 million from K12 education .']"
4985,[],['We now have our kids go to school about a month less than most other advanced countries .']
4986,[],"['Says his office has already recovered over $ 2 billion from Wall Street for the workers , retirees , and investors who were harmed .']"
4987,[],[]
4988,[],"['Says Governor Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Governor Jim Doyle , but Democrats didnt treat Doyles cut as so dire .']"
4989,[],[]
4990,[],[]
4991,[],['Hillary Clintons international travels included no serious diplomacy .']
4992,['everyone in North Florida could access a dial tone'],[]
4993,[],['This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $ 1 billion in additional money for K12 education .']
4994,[],[]
4995,[],['Polls showHillary Clinton wins every time with Donald Trump as her opponent .']
4996,[],['Says Peter Kilmartin has only three years experience in his own law practice .']
4997,[],[]
4998,[],"['As a legislator , Marco Rubio flipped on a key vote after making a quick $ 200,000 from selling the house to the mother of the bills lobbyist .']"
4999,['wives should submit to their husbands'],[]
5000,[],[]
5001,[],['Onehundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency .']
5002,[],['The new HartsfieldJackson international terminal was on time and on budget .']
5003,[],[]
5004,[],['Sheldon Whitehouse and 18 other senators voted to censor the internet .']
5005,[],['Weve got people that want to go to work .']
5006,[],[]
5007,[],"['I was among the earliest to criticize the rush to war in Iraq , and yes , even before the war ever started .']"
5008,[],[]
5009,[],['The cost ofa gas tank fillup has risen $ 30 sinceBarack Obama became president .']
5010,[],[]
5011,[],"[""Obama said troops ' whine about bearing the costs ' of going to war .""]"
5012,[],[]
5013,[],['Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $ 62 trillion to the national debt between now and then .']
5014,[],"['Says Barack Obama said , If we keep talking about the economy , were going to lose .']"
5015,[],['Wendy Davis was just doing a fundraiser in Chicago with the international socialists organization .']
5016,[],[]
5017,[],['Says Ted Cruzsaid I was in favor in Libya .']
5018,[],"['With the auto rescue , President Barack Obama saved more than 1 million middleclass jobs all across America , including more than 28,000 in Wisconsin .']"
5019,[],['Says Barack Obama has the worst record of any president when it comes to putting America deeper in debt .']
5020,[],"['In June , jobless ranks were higher in nearly 90 percent of United States cities .']"
5021,[],"[""We could save all the oil that they 're talking about getting off drilling , if everybody was just inflating their tires and getting regular tuneups .""]"
5022,[],[]
5023,[],"['In the past three years , state legislatures have enacted more of these restrictions on abortion than in the previous 10 years combined .']"
5024,[],[]
5025,[],[]
5026,[],[]
5027,[],['One state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects .']
5028,[],['Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents .']
5029,[],[]
5030,[],[]
5031,[],[]
5032,[],[]
5033,[],['Obama says Clinton in 2002 suggested there was a connection between alQaida and the Iraqi government .']
5034,[],['Says comprehensive immigration reform will add $ 700 billion to our economy .']
5035,[],['Ronald Reagan raised taxes a billion dollars in his first year as governor of California .']
5036,[],[]
5037,[],[]
5038,[],"['If you ask how many times did Ronald Reagan attend a fundraiser when he ran for reelection in 1984 , the answer is eight times .', 'If you say how many times did Barack Obama attend a fundraiser in 2012 , the answer is 228 times .']"
5039,[],['Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state .']
5040,[],[]
5041,[],[]
5042,[],[]
5043,[],[]
5044,[],"['When news broke that Ferguson 18yearold Michael Brown was a suspect in a robbery , MSNBC practically went off the air for a while to have behindcloseddoors meetings to figure out how to deal with this new revelation .']"
5045,[],"[""People ' ca n't go fishing anymore because of Obama . '""]"
5046,[],[]
5047,[],[]
5048,[],[]
5049,[],[]
5050,[],"['Despite that trend , Texas schools in 2017 will receive $ 381 less per student than they did in 2003 .']"
5051,[],[]
5052,[],[]
5053,[],"['Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle .', 'When the car was extricated from the crowd , a truck blocked a second exit .']"
5054,[],[]
5055,[],[]
5056,[],[]
5057,[],"['First , Donald Trump said wages are too high , and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage .']"
5058,[],[]
5059,[],['The congressional district for MiamiDade and Broward counties has a staggering dropout rate of almost 61 percent .']
5060,[],[]
5061,[],['Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car .']
5062,[],['You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show .']
5063,[],[]
5064,[],[]
5065,[],['Michael Dukakis created jobs three times faster than Mitt Romney .']
5066,[],['Our children do not spend any time in school learning about our own United States Constitution .']
5067,[],[]
5068,[],[]
5069,[],['Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers .']
5070,[],['Says that President Barack Obama said an attack on Syria was going to be a pinprick .']
5071,[],"['Raising taxes on investment income has actually lowered the revenue received from the tax , while cutting capital gains tax rates has increased revenue .']"
5072,[],"['Common welfare programs give income of $ 43,330 or $ 20.83 an hour .']"
5073,[],[]
5074,[],"['Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota .']"
5075,[],['A public option for health care would end private insurance because the private insurance people will not be able to compete with a government option .']
5076,[],[]
5077,[],"['Says his deficit plan made some adjustments to SimpsonBowles , and were putting it forward before Congress right now , a $ 4 trillion plan .']"
5078,[],['Says Jeb Bush appointed a guardian for the fetus of a rape survivor .']
5079,[],"['Thanks to actions by the Milwaukee County Board on the 2013 budget , the amount of county taxes on the average home in the city of Milwaukee would be a $ 19 decrease .']"
5080,[],['They have nothing you would associate [ with ] the use of medical marijuana .']
5081,[],"['Says Sen. John McCain told dreamers that hell support the Dream Act , then he voted against it .']"
5082,[],[]
5083,[],['Says a portfolio managed by the Texas General Land Office earned 22 percent last year while the states emergency reserve account experienced a 1 percent gain .']
5084,[],[]
5085,[],['The State of Wisconsin thinks you should have to wash your hands at least 28 times to make one peanut butterandjelly sandwich .']
5086,[],"['When Social Security , Medicare and Medicaid were created , Republicans stood on the sidelines']"
5087,[],"['Gun violence is by far the leading cause of death for young African American men , outstripping the next nine causes of death combined .']"
5088,[],"['Under Republican economic policies , the typical American family saw their incomes fall by about 6 percent .']"
5089,[],[]
5090,[],"['Across the board , violent crime in jurisdictions that recognize the Right to Carry is lower than in areas that prevent it .']"
5091,[],[]
5092,[],[]
5093,[],[]
5094,[],"['Under Mayor Angel Taveras Providences bond rating was downgraded from A to BBB , two steps above junkbond status .']"
5095,[],"['Says using EVerify is a fair amount of cost , about $ 20 per person that does not match .']"
5096,[],['There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer .']
5097,[],[]
5098,[],[]
5099,[],[]
5100,[],[]
5101,[],[]
5102,[],"['Even if you took literally every single ounce of platinum in the world , it still wouldnt add up to enough needed to pay down our nations debt .']"
5103,['A new law requires the USDA to approve the harvest and sale of crops from genetically modified seed even if a court has ruled against the crop as being dangerous to public safety'],[]
5104,[],[]
5105,[],[]
5106,[],['The Justice Departments Fast and Furious gunwalking program started in the Bush administration .']
5107,[],[]
5108,[],['I kid you not .']
5109,[],[]
5110,[],['Governor Scott Walker and the Republicancontrolled state legislature have added over $ 140 million in new special interest spending']
5111,[],"['When it comes to what little bit of job creation was happening in Massachusetts when Mitt Romney was governor , it was happening in the public sector at six times the rate that it was happening in the private sector .']"
5112,[],['Says former Sen. George Allen voted four times to raise his own pay .']
5113,[],[]
5114,[],"['Rhode Island has the second highest per enrollee Medicaid cost of any state in the country , which is 60 percent higher than the national average .']"
5115,[],[]
5116,[],['Says he fought Obama at the Supreme Court and won .']
5117,[],"['Says actor Dwayne The Rock Johnson wore a Tshirt stating : We Stand for the flag , we kneel for the fallen .']"
5118,[],"['There have been some estimates that if you deported everybody who is in Texas illegally , it would create an economic recession for the state .']"
5119,[],['Tim Kaine supported higher energy costs for families .']
5120,[],[]
5121,[],['Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare .']
5122,[],['Rick Scott has said that he would do away with the Department of Community Affairs .']
5123,[],['Oregons Umpqua Community College where the shooting occurred was a gunfree zone .']
5124,[],"['As a result of National Rifle Association and other privatesector safetyeducation programs , fatal firearms accidents are at the lowest level in 100 years .']"
5125,[],[]
5126,[],[]
5127,[],[]
5128,[],[]
5129,[],[]
5130,[],"['Says Obama puts 15 unelected , unaccountable bureaucrats in charge of Medicare , who are required to cut Medicare ... that will lead to denied care for current seniors .']"
5131,"['he kills jobs in energy , he kills jobs in manufacturing']",[]
5132,[],['And they picked Martin Luther King as their spokesman .']
5133,[],[]
5134,[],['Says Barack Obama and Hillary Clinton are responsible for leading America into a deal that will arm Iran .']
5135,[],['95 percent of teachers and principals are not implicated in the [ Atlanta Public Schools cheating scandal ] report at all .']
5136,[],[]
5137,[],[]
5138,[],[]
5139,[],['We cut our deficits by more than half .']
5140,[],"['A study from the Massachusetts Institute of Technology , Harvard , and Dartmouth concluded that Medicaids value to its beneficiaries is significantly lower than the actual cost of the program .']"
5141,[],[]
5142,[],"['40,000 veterans in Texas wont get health care because Perry rejected Obamacares Medicaid expansion .']"
5143,[],[]
5144,[],['Says United States Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air']
5145,[],[]
5146,[],"['What do Rutgers University , Kean University , Montclair State University , New Jersey City University , Stockton College , Rowan University and William Paterson all have in common ?', 'They all graduate less than 50 percent of their students within four years .']"
5147,[],"['Opponent Holly Benson said that Just because youre poor doesnt mean youre unhealthy , it just means you have a lot more time to go running .']"
5148,[],[]
5149,[],['Says a change in law he carried stopped a $ 100 million tax increase in the Dallas school district .']
5150,[],['Weve recovered from the recession faster and come farther than almost any other advanced country on Earth .']
5151,[],[]
5152,[],['Says Hillary Clinton isunder investigation with the FBI right now .']
5153,[],"['The average public school teacher in Wisconsins making $ 89,000 a year in salary and benefits .']"
5154,[],"['Chris Christie has not paid one dollar of state money into our pension system , and then states that the system is broke .']"
5155,[],['States have cumulatively cut over $ 1.8 billion from their mental health services between 2009 and 2011 .']
5156,[],"['Under Republican Chris Christie , New Jersey had the highest increase in unemployment in the country last year .', 'Nearly 1 in 10 jobless .', 'The worst unemployment in the region .', 'Near the bottom in economic growth , yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike .']"
5157,[],[]
5158,[],['28 percent of Kentuckians dont have any online access .']
5159,[],['We spent twice as much per capita for health care in this country as the next closest nation .']
5160,[],['The Obama administration called Bashar Assad a reformer when he was turning his Russianprovided guns on his own people .']
5161,[],[]
5162,[],[]
5163,[],['Says Hillary Clinton makes more per hour at a speaking gig than the average CEO does in a year .']
5164,[],"['Says Every time the Legislature suspended the kicker , most recently the corporate kicker in 2007 , Salem spent every penny and failed to stabilize the states revenues .']"
5165,[],[]
5166,[],[]
5167,[],"['Wisconsin ranks No. 2 in economic growth , according to the Federal Reserve Bank of Philadelphia .']"
5168,[],[]
5169,[],"['When we lower tax rates , we generate more in revenues .']"
5170,[],[]
5171,[],[]
5172,[],['Says Peyton Manning struggles in cold weather games .']
5173,[],"['Under President Bush in eight years , we added $ 4.9 trillion to the debt .', 'Under President Obama , weve added $ 5.3 trillion to the debt in the 3.5 years hes been in office .']"
5174,[],[]
5175,[],[]
5176,[],[]
5177,[],[]
5178,[],['Onthe Iran nuclear deal']
5179,[],[]
5180,[],[]
5181,[],[]
5182,[],[]
5183,[],[]
5184,[],[]
5185,[],"['In 2010 , Betty Sutton voted to destroy Medicare .']"
5186,[],['Travis County residents trusted me to take on Tom DeLay and we won .']
5187,[],['The turnout on May 14th was just 7 percent the lowest turnout in decades .']
5188,[],['Eric Cantor voted to fully fund Obamacare in October .']
5189,[],[]
5190,[],[]
5191,[],[]
5192,['Latin Americas economy is almost as big as the economy of China'],[]
5193,[],"[""Obama ' has no experience or background at all in national security affairs . '""]"
5194,[],['Jim Marshall votes liberal in Washington ... and we arent fooled .']
5195,[],[]
